name	genre	type	episodes	rating
Bakemono no Ko	Adventure, Supernatural	Movie	1	8.58
Mardock Scramble: The First Compression	Action, Psychological, Sci-Fi	Movie	1	7.63
Full Metal Panic? Fumoffu	Action, Comedy, School	TV	12	8.21
Kaleido Star	Comedy, Drama, Fantasy, Shoujo	TV	51	8.05
InuYasha: Toki wo Koeru Omoi	Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power	Movie	1	7.69
Fuujin Monogatari	Drama, Fantasy, School, Slice of Life, Supernatural	TV	13	7.34
Inari, Konkon, Koi Iroha.	Comedy, Romance, School, Seinen, Supernatural	TV	10	7.28
Kyou no 5 no 2 Kagai Jugyou: Mizukake	Comedy, Ecchi, School, Seinen	Special	1	7.07
Glass no Kamen	Drama, Romance, Shoujo	TV	23	7.52
Project ARMS: The 2nd Chapter	Action, Fantasy, Martial Arts, School, Super Power	TV	26	7.25
Gintama: Shinyaku Benizakura-hen	Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen	Special	1	8.31
Hakuouki Movie 1: Kyoto Ranbu	Action, Drama, Historical, Josei, Samurai, Supernatural	Movie	1	7.94
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.34
Toaru Kagaku no Railgun	Action, Sci-Fi, Super Power	TV	24	7.87
Initial D Second Stage	Action, Cars, Drama, Seinen, Sports	TV	13	8.12
Initial D Third Stage	Action, Cars, Drama, Seinen, Sports	Movie	1	7.98
Sakura Taisen	Adventure, Mecha, Sci-Fi, Shounen	TV	25	7.01
Naruto: Shippuuden Movie 6 - Road to Ninja	Action, Adventure, Martial Arts, Shounen, Super Power	Movie	1	7.84
Detective Conan	Adventure, Comedy, Mystery, Police, Shounen	TV	Unknown	8.25
Slayers Gorgeous	Adventure, Comedy, Fantasy, Magic, Supernatural	Movie	1	7.42
Yuusha Keisatsu J-Decker	Action, Adventure, Mecha, Police, Sci-Fi	TV	48	7.62
Higashi no Eden Movie II: Paradise Lost	Action, Comedy, Drama, Mystery, Romance, Thriller	Movie	1	7.78
Dragon Ball Movie 3: Makafushigi Daibouken	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1	7.09
Detective Conan Movie 06: The Phantom of Baker Street	Adventure, Mystery, Police, Shounen	Movie	1	8.42
Mutsu Enmei Ryuu Gaiden: Shura no Toki	Action, Historical, Martial Arts, Samurai, Shounen	TV	26	7.68
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan	Adventure, Comedy, Shounen	Special	1	7.27
Cencoroll	Action, Sci-Fi	Movie	1	7.36
Kuroko no Basket: Mou Ikkai Yarimasen ka	Comedy, School, Shounen, Sports	Special	1	7.86
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi	Comedy, School	Special	6	7.27
Gakkou no Kaidan	Horror, Mystery, Supernatural	TV	19	7.71
Gun x Sword	Action, Adventure, Drama, Mecha, Sci-Fi, Shounen	TV	26	7.38
Durarara!!	Action, Mystery, Supernatural	TV	24	8.38
One Piece: Adventure of Nebulandia	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1	7.5
Planetarian: Hoshi no Hito	Magic	Movie	1	7.38
Hanasaku Iroha	Comedy, Drama, Seinen, Slice of Life	TV	26	8.03
Saint Seiya: Soushuuhen	Adventure, Fantasy, Sci-Fi, Shounen	Special	1	7.45
Girls und Panzer	Military, School	TV	12	7.66
Kara no Kyoukai Remix: Gate of Seventh Heaven	Action, Mystery, Romance, Super Power, Thriller	Movie	1	7.75
Koe no Katachi	Drama, School, Shounen	Movie	1	9.05
Usavich	Adventure, Comedy	TV	13	7.15
InuYasha: Kanketsu-hen	Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural	TV	26	8.37
Little Witch Academia	Adventure, Comedy, Fantasy, Magic, School	Movie	1	8
Chou Denji Machine Voltes V	Action, Adventure, Drama, Mecha, Sci-Fi, Shounen	TV	40	7.54
Tetsujin 28-gou (1980)	Action, Mecha	TV	51	7.04
Unico: Mahou no Shima e	Adventure, Fantasy, Kids	Movie	1	7.24
Koutetsu Jeeg	Action, Demons, Mecha, Sci-Fi, Shounen	TV	46	7.27
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy	Action, Adventure, Drama, Fantasy, Kids	Movie	1	7.02
Amagi Brilliant Park	Comedy, Magic	TV	13	7.68
Rose of Versailles	Adventure, Drama, Historical, Romance, Shoujo	TV	40	8.4
Gintama	Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen	TV	201	9.04
Rozen Maiden: Traumend	Action, Comedy, Drama, Magic, Seinen	TV	12	7.78
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Action, Comedy, Martial Arts, Shounen, Super Power	Movie	1	7.5
Blue Gender	Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space	TV	26	7.13
Sky Girls	Mecha, Military, Sci-Fi	TV	26	7.13
Onegai! Samia Don	Comedy, Fantasy, Kids, Magic, Slice of Life	TV	78	7.14
Jigoku Shoujo	Horror, Mystery, Psychological, Supernatural	TV	26	7.79
Tears to Tiara	Action, Adventure, Fantasy, Magic	TV	26	7.31
Porphy no Nagai Tabi	Drama, Historical, Kids, Slice of Life	TV	52	7.11
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie	Comedy	Special	13	7.05
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa	Action, Drama, Fantasy, Shounen, Super Power	Movie	1	7.75
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi	Action, Adventure, Drama, Fantasy, Shounen	Movie	1	7.39
Koi to Senkyo to Chocolate	Drama, Romance, School	TV	12	7.3
Rosario to Vampire	Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire	TV	13	7.14
Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark	Action, Adventure, Fantasy, Kids	Movie	1	7.13
Charlotte: Tsuyoi Monotachi	School, Super Power	Special	1	7.56
Cardfight!! Vanguard: Link Joker-hen	Action, Adventure, Demons, Game, Shounen	TV	59	7.4
Giovanni no Shima	Drama, Historical	Movie	1	7.86
Uchuu Senkan Yamato 2	Action, Adventure, Drama, Military, Sci-Fi, Space	TV	26	7.63
3-gatsu no Lion	Drama, Game, Seinen, Slice of Life	TV	23	7.93
B Gata H Kei	Comedy, Ecchi, Romance, School, Seinen	TV	12	7.18
Raiyantsuuri no Uta	Drama, Historical	Movie	1	7.51
GJ-bu@	Comedy, School, Slice of Life	Special	1	7.34
Shingeki no Kyojin	Action, Drama, Fantasy, Shounen, Super Power	TV	25	8.54
Yu Gi Oh!: The Dark Side of Dimensions	Adventure, Game, Shounen	Movie	1	7.53
Ore no Imouto ga Konnani Kawaii Wake ga Nai.	Comedy, Seinen, Slice of Life	TV	13	7.43
Jewelpet Twinkle	Fantasy, Magic, School, Shoujo	TV	52	7.67
Hungry Heart: Wild Striker	Comedy, Shounen, Slice of Life, Sports	TV	52	7.74
Mouryou no Hako	Mystery, Seinen, Supernatural, Thriller	TV	13	7.33
New Initial D Movie: Legend 2 - Tousou	Cars, Seinen, Sports	Movie	1	7.9
Hikaru no Go: Journey to the North Star Cup	Game, Shounen	Special	1	8.09
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune	Action, Drama, Military, Sci-Fi, Space	Movie	1	7.93
Hanasakeru Seishounen	Drama, Romance, Shoujo	TV	39	7.9
Saber Marionette J to X	Action, Adventure, Comedy, Harem, Mecha, Sci-Fi	TV	26	7.39
Girls und Panzer Specials	Military, School	Special	6	7.2
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai	Adventure, Comedy, Fantasy, Kids	Movie	1	7.41
Puchi Puri Yuushi	Comedy, Fantasy, Magic, Shoujo	TV	26	7.54
Danna ga Nani wo Itteiru ka Wakaranai Ken	Comedy, Seinen, Slice of Life	TV	13	7.55
IGPX: Immortal Grand Prix (2005) 2nd Season	Mecha, Sci-Fi, Shounen, Sports	TV	13	7.41
Strike the Blood	Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire	TV	24	7.44
Yuru Yuri San Hai!	Comedy, School, Shoujo Ai, Slice of Life	TV	12	8.04
Lupin the IIIrd: Jigen Daisuke no Bohyou	Action, Adventure, Comedy, Drama, Seinen	Movie	1	7.91
Mushishi Zoku Shou: Suzu no Shizuku	Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural	Movie	1	8.75
Mahoromatic 2	Comedy, Drama, Ecchi, Military, Romance, Sci-Fi	TV	14	7.3
After War Gundam X	Adventure, Drama, Mecha, Sci-Fi, Space	TV	39	7.39
Battle Spirits: Sword Eyes Gekitouden	Shounen	TV	21	7.21
Juubee Ninpuuchou	Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural	Movie	1	7.67
Flanders no Inu	Drama, Historical, Slice of Life	TV	52	7.52
D.Gray-man Hallow	Action, Demons, Shounen, Super Power	TV	13	8.01
Tsumiki no Ie	Drama	Movie	1	8.27
Tamayura: Sotsugyou Shashin Part 4 - Ashita	Comedy, Drama, Slice of Life	Movie	1	8.1
Omamori Himari	Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural	TV	12	7.19
One Piece Film: Strong World	Action, Adventure, Comedy, Drama, Fantasy, Shounen	Movie	1	8.42
Bakuman.	Comedy, Romance, Shounen	TV	25	8.35
Hakuouki Hekketsuroku Episode 0	Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire	Special	1	7.16
Natsume Yuujinchou	Drama, Fantasy, Shoujo, Slice of Life, Supernatural	TV	13	8.42
Ookiku Furikabutte: Natsu no Taikai-hen Special	Comedy, Sports	Special	1	7.54
Kuroko no Basket: Saikou no Present Desu	Action, School, Shounen, Sports	Special	1	8.34
Pokemon Sun &amp; Moon	Action, Game, Kids, School	TV	Unknown	7.23
Osomatsu-san	Comedy, Parody	TV	25	8.27
Mokke	Mystery, Slice of Life, Supernatural	TV	24	7.19
Chihayafuru	Drama, Game, Josei, Slice of Life, Sports	TV	25	8.32
Orenchi no Furo Jijou	Comedy, Fantasy, Shoujo	TV	13	7.15
Pokemon XY&amp;Z	Action, Adventure, Comedy, Fantasy, Kids	TV	47	7.91
Zipang	Action, Drama, Historical, Military, Sci-Fi, Seinen	TV	26	7.56
Kara no Kyoukai: Mirai Fukuin - Extra Chorus	Drama, Mystery, Seinen, Supernatural	Special	1	7.56
Mahou Shoujo Madoka Magica Movie 1: Hajimari no Monogatari	Drama, Magic, Psychological, Thriller	Movie	1	8.31
Medarot	Adventure, Comedy, Sci-Fi, Shounen	TV	52	7.13
Grimm Douwa: Kin no Tori	Adventure, Fantasy	Movie	1	7.23
Katanagatari	Action, Adventure, Historical, Martial Arts, Romance	TV	12	8.49
Bungou Stray Dogs	Action, Comedy, Mystery, Seinen, Supernatural	TV	12	7.76
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora	Drama, Magic, Shounen, Slice of Life	TV	12	7.4
Metropolis	Adventure, Drama, Police, Romance, Sci-Fi, Shounen	Movie	1	7.62
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita	Action, Mecha, Military, Sci-Fi	Movie	1	7.66
Perrine Monogatari	Drama, Historical, Shoujo, Slice of Life	TV	53	7.63
Minami-ke Okaeri	Comedy, School, Slice of Life	TV	13	7.65
Garakuta-doori no Stain	Comedy	TV	13	7.02
Ginga e Kickoff!!	Shounen, Sports	TV	39	7.41
Handa-kun	Comedy, Shounen, Slice of Life	TV	12	7.46
Ayakashi: Japanese Classic Horror	Fantasy, Historical, Horror	TV	11	7.61
Jewelpet Twinkle: Hohoemi no Niji ni Dokki ˜Doki!	Fantasy, Magic, School, Shoujo	Special	1	7.37
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi	Comedy, Fantasy, Magic, Shoujo	Movie	1	7.29
Vampire Knight	Drama, Mystery, Romance, Shoujo, Supernatural, Vampire	TV	13	7.4
Taiho Shichau zo: Full Throttle	Action, Comedy, Police, Shounen	TV	23	7.3
Sword Art Online II	Action, Adventure, Fantasy, Game, Romance	TV	24	7.35
Ghost in the Shell: Stand Alone Complex - Solid State Society	Mecha, Military, Mystery, Police, Sci-Fi, Seinen	Special	1	8.22
Seirei no Moribito	Action, Adventure, Fantasy, Historical	TV	26	8.24
Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e	Action, Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.14
Kono Bijutsubu ni wa Mondai ga Aru!	Comedy, Romance, School	TV	12	7.5
Haikyuu!! Movie 1: Owari to Hajimari	Comedy, Drama, School, Shounen, Sports	Movie	1	7.94
Sankarea	Comedy, Ecchi, Horror, Romance, Shounen, Supernatural	TV	12	7.53
Pokemon XY	Action, Adventure, Comedy, Fantasy, Kids	TV	93	7.52
Shin Koihime Musou: Otome Tairan	Adventure, Comedy, Ecchi, Fantasy, Historical	TV	12	7.15
Mobile Suit Gundam Seed C.E.73: Stargazer	Mecha, Military, Sci-Fi, Space	ONA	3	7.23
Okusama ga Seitokaichou!+!	Comedy, Ecchi, Romance, School, Shounen	TV	12	7.17
Hotaru no Haka	Drama, Historical	Movie	1	8.58
Nijuu Mensou no Musume	Action, Adventure, Mystery	TV	22	7.65
Oda Nobuna no Yabou Soushuuhen	Comedy, Historical, Romance	Special	1	7.23
Bonobono (TV)	Comedy	TV	48	7.22
IS: Infinite Stratos	Action, Comedy, Harem, Mecha, Sci-Fi	TV	12	7.12
Bakuman. 3rd Season Specials	Comedy	Special	2	7.22
Hai! Akko Desu	Romance, Slice of Life	TV	164	7.08
Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai	Comedy, Ecchi, Harem, Romance	Special	1	7.01
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Special	1	7.75
Yu Gi Oh! Zexal Second	Action, Fantasy, Game, Shounen	TV	73	7.07
Saki Achiga-hen: Episode of Side-A Specials	Game, School, Slice of Life	Special	4	7.63
Hiatari Ryoukou!	Comedy, Romance, School, Sports	TV	48	7.2
Lu Shidai	Action, Adventure, Comedy, Game, Parody	ONA	14	7.11
Hakaba Kitarou	Horror, Supernatural	TV	11	7.01
Code Geass: Hangyaku no Lelouch R2	Action, Drama, Mecha, Military, Sci-Fi, Super Power	TV	25	8.98
Tonari no Yamada-kun	Comedy, Slice of Life	Movie	1	7.36
Doraemon Movie 18: Nobita no Nejimaki City Boukenki	Adventure, Fantasy, Kids, Shounen	Movie	1	7.2
Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den	Comedy	Special	1	7.28
Berserk: Ougon Jidai-hen III - Kourin	Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural	Movie	1	8.33
D-Frag!	Comedy, Game, School, Seinen	TV	12	7.75
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai	Action, Fantasy, Magic, Romance, Super Power	TV	9	7.27
Kuromukuro	Action, Mecha, Sci-Fi	TV	26	7.35
Tokimeki Tonight	Comedy, Fantasy, Romance, Shoujo, Vampire	TV	34	7.48
Nanatsu no Umi no Tico	Adventure, Slice of Life	TV	39	7.54
Houkago no Ouji-sama	Comedy, School, Shounen, Sports	Special	5	7.13
Love Stage!!	Comedy, Romance, Shounen Ai	TV	10	7.69
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo	Shounen	Special	1	7.6
City Hunter 3	Action, Comedy, Mystery, Shounen	TV	13	7.95
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu	Comedy, Drama, School, Shounen, Slice of Life, Sports	Movie	1	7.78
Fushigiboshi no Futagohime	Comedy, Magic, Shoujo	TV	51	7.45
Dash! Kappei	Comedy, Ecchi, Shounen, Sports	TV	65	7.3
JoJo no Kimyou na Bouken: Diamond wa Kudakenai	Action, Adventure, Comedy, Drama, Shounen, Supernatural	TV	39	8.57
Kotoura-san	Comedy, Drama, Romance, School	TV	12	7.36
Mobile Suit Gundam Unicorn RE:0096	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	22	7.56
Ano Natsu de Matteru	Comedy, Drama, Romance, Sci-Fi, Slice of Life	TV	12	7.7
07-Ghost	Action, Demons, Fantasy, Magic, Military, Shoujo	TV	25	7.41
Kuroko no Basket 2nd Season NG-shuu	Comedy, Sports	Special	9	7.97
Lupin III: Dead or Alive	Action, Adventure, Comedy, Shounen	Movie	1	7.32
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai	Comedy, Ecchi, School	TV	12	7.53
Hanada Shounen-shi	Comedy, Drama, Slice of Life, Supernatural	TV	25	8.16
Maria-sama ga Miteru Specials	Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life	Special	7	7.55
Minami no Niji no Lucy	Adventure, Drama, Slice of Life	TV	50	7.05
Bishoujo Senshi Sailor Moon SuperS	Drama, Magic, Romance, Shoujo	TV	39	7.64
Hokuto no Ken: Raoh Gaiden Ten no Haoh	Action, Drama, Martial Arts	TV	13	7.2
Ergo Proxy	Mystery, Psychological, Sci-Fi	TV	23	8.03
Senyuu. 2	Action, Comedy, Fantasy, Parody, Shounen	TV	13	7.61
Haikyuu!! Movie 2: Shousha to Haisha	Comedy, Drama, School, Shounen, Sports	Movie	1	7.81
Fate/stay night	Action, Fantasy, Magic, Romance, Supernatural	TV	24	7.58
Gingitsune	Seinen, Slice of Life, Supernatural	TV	12	7.23
Madan no Ou to Vanadis	Adventure, Ecchi, Fantasy, Harem, Romance	TV	13	7.28
Kuuchuu Buranko	Comedy, Drama, Psychological, Seinen	TV	11	8.09
Zero no Tsukaima: Princesses no Rondo Picture Drama	Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School	Special	7	7.04
Mai-Otome	Comedy, Drama, Fantasy, Magic	TV	26	7.4
New Prince of Tennis	Action, Comedy, Shounen, Sports	TV	13	7.67
Sexy Commando Gaiden: Sugoiyo!! Masaru-san	Comedy, Martial Arts, School, Shounen	TV	48	7.9
Shingeki no Bahamut: Genesis	Action, Adventure, Demons, Fantasy, Magic, Supernatural	TV	12	7.77
Gugure! Kokkuri-san Specials	Comedy, Romance, Shounen, Supernatural	Special	11	7.34
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi	Comedy, Ecchi, Romance, School	Special	1	7.02
Pokemon Omega Ruby &amp; Alpha Sapphire: Mega Special Animation	Action, Adventure, Fantasy, Kids	ONA	1	7.04
Uchuu Densetsu Ulysses 31	Action, Adventure, Sci-Fi, Space	TV	26	7.2
Hanasaku Iroha: Home Sweet Home	Comedy, Drama, Slice of Life	Movie	1	7.99
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars	Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.35
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!	Action, Adventure, Comedy, Mecha, Sci-Fi	Special	1	7.47
Air Gear Special	Shounen, Sports	Special	1	7.43
Flag Director&#039;s Edition: Issenman no Kufura no Kiroku	Action	Movie	1	7.01
Rocket Girls	Adventure, Sci-Fi	TV	12	7.03
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru	Mystery	TV	12	7.49
Pokemon: The Origin	Action, Adventure, Comedy, Fantasy, Kids	Special	4	7.94
Kuroko no Basket NG-shuu	Comedy, School, Shounen, Sports	Special	9	7.84
Kaichou wa Maid-sama!	Comedy, Romance, School, Shoujo	TV	26	8.26
Masuda Kousuke Gekijou Gag Manga Biyori +	Comedy	TV	12	7.41
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon	Sci-Fi, Shounen, Sports	Movie	1	7.71
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer	Action, Mecha, Sci-Fi, Space	Movie	1	7.41
Gyouten Ningen Batsealer	Action, Adventure, Fantasy, Magic	TV	52	7.01
Major S3	Drama, Shounen, Sports	TV	26	8.4
Chibi Maruko-chan (1995)	Comedy, Kids, School, Slice of Life	TV	Unknown	7.37
Gekkan Shoujo Nozaki-kun	Comedy, Romance, School	TV	12	8.24
Nijiiro Days	Comedy, Romance, School, Shoujo, Slice of Life	TV	24	7.52
One Piece Movie 2: Nejimaki-jima no Daibouken	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1	7.33
One Piece Film: Gold	Action, Adventure, Comedy, Drama, Fantasy, Shounen	Movie	1	8.32
Jyu Oh Sei	Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo	TV	11	7.41
Hajime no Ippo: Rising	Comedy, Drama, Shounen, Sports	TV	25	8.68
Wonderful Days	Action, Drama, Romance, Sci-Fi	Movie	1	7.17
Fate/kaleid liner Prisma Illya 3rei!!	Action, Comedy, Fantasy, Magic	TV	12	7.62
Black Jack (TV)	Drama	TV	61	7.74
Sabagebu! Specials	Action, Comedy, Military, Shoujo	Special	6	7.35
Kamen no Maid Guy	Action, Comedy, Ecchi, Super Power	TV	12	7.14
Galaxy Angel	Comedy, Sci-Fi	TV	24	7.14
UFO Princess Valkyrie: Special	Comedy, Romance, Sci-Fi	Special	1	7.01
Kaiketsu Zorro	Adventure, Historical, Shounen	TV	52	7.31
Kaichou wa Maid-sama!: Goshujinsama to Asonjao	Comedy, School, Shoujo	Special	1	7.41
xxxHOLiC Kei	Comedy, Drama, Mystery, Psychological, Supernatural	TV	13	8.34
Nagasarete Airantou	Comedy, Ecchi, Fantasy, Harem, Romance	TV	26	7.43
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou	Adventure, Comedy, Fantasy, Shounen	Special	1	7.37
Tantei Gakuen Q	Comedy, Drama, Mystery, Police, Shounen	TV	45	7.87
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki	Adventure, Drama, Sci-Fi, Space	Movie	1	7.45
Beelzebub	Action, Comedy, Demons, School, Shounen, Supernatural	TV	60	8.04
Galaxy Angel Z	Comedy, Sci-Fi	TV	9	7.29
Taiyou no Mokushiroku: A Spirit of the Sun	Drama, Sci-Fi	Special	2	7.11
Kuroshitsuji Picture Drama	Demons, Supernatural	Special	1	7.39
Ping Pong The Animation	Psychological, Seinen, Sports	TV	11	8.67
Subete ga F ni Naru: The Perfect Insider	Mystery, Psychological, Sci-Fi	TV	11	7.35
Lupin III: Otakara Henkyaku Daisakusen!!	Adventure, Comedy, Shounen	Special	1	7.55
Area no Kishi	Comedy, School, Shounen, Sports	TV	37	7.38
Ajin Part 1: Shoudou	Action, Horror, Mystery, Seinen, Supernatural	Movie	1	7.84
Kingsglaive: Final Fantasy XV	Action	Movie	1	7.83
Air	Drama, Romance, Slice of Life, Supernatural	TV	13	7.48
Guilty Crown Kiseki: Reassortment	Action, Sci-Fi, Super Power	Special	1	7.25
Ookami to Koushinryou II Specials	Fantasy	Special	2	7.09
Kono Subarashii Sekai ni Shukufuku wo!	Adventure, Comedy, Fantasy, Supernatural	TV	10	8.03
Damekko Doubutsu	Comedy	TV	26	7.43
Neppuu Kairiku Bushi Road	Action, Fantasy, Mecha, Sci-Fi	Special	1	7.34
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari	Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power	Special	1	8.29
Isshuukan Friends.	Comedy, School, Shounen, Slice of Life	TV	12	7.7
Cardfight!! Vanguard Movie: Neon Messiah	Action, Adventure, Demons, Game, Shounen	Movie	1	7.14
Zero no Tsukaima: Princesses no Rondo	Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School	TV	12	7.6
Kara no Kyoukai 6: Boukyaku Rokuon	Action, Magic, Mystery, Romance, Supernatural, Thriller	Movie	1	7.72
Eureka Seven	Adventure, Drama, Mecha, Romance, Sci-Fi	TV	50	8.19
Digimon Adventure	Action, Adventure, Comedy, Fantasy, Kids	TV	54	7.89
Cardcaptor Sakura: Leave It to Kero-chan	Comedy	Movie	1	7.46
Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!	Action, Comedy, School, Shounen, Sports	Movie	1	7.6
Naruto: Shippuuden Movie 1	Action, Adventure, Comedy, Fantasy, Shounen	Movie	1	7.43
Alps no Shoujo Heidi (1979)	Drama, Historical, Slice of Life	Movie	1	7
Danshi Koukousei no Nichijou	Comedy, School, Shounen, Slice of Life	TV	12	8.35
Tetsujin 28-gou (2004)	Adventure, Mecha, Sci-Fi, Shounen	TV	26	7.59
Kaiba	Adventure, Mystery, Romance, Sci-Fi	TV	12	8.29
To LOVE-Ru Darkness 2nd	Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen	TV	12	7.8
The Law of Ueki	Adventure, Comedy, Drama, Shounen, Supernatural	TV	51	7.88
Igano Kabamaru	Adventure, Comedy, Romance, Shounen	TV	24	8.13
Shippuu! Iron Leaguer	Sci-Fi, Shounen, Sports	TV	52	7.15
Ao Haru Ride	Comedy, Drama, Romance, School, Shoujo, Slice of Life	TV	12	7.89
Skip Beat!	Comedy, Drama, Romance, Shoujo	TV	25	8.28
Lupin III: Moeyo Zantetsuken!	Action, Adventure, Comedy, Shounen	Special	1	7.25
Slayers Premium	Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1	7.32
Majin Tantei Nougami Neuro	Comedy, Demons, Mystery, Shounen, Supernatural	TV	25	7.76
Hana to Alice: Satsujin Jiken	Drama, Mystery, Slice of Life	Movie	1	7.47
Kindaichi Shounen no Jikenbo (TV)	Mystery, Shounen	TV	148	7.96
Sekirei: Pure Engagement - Kanwa ni Dai	Comedy, Ecchi, Harem	Special	1	7.4
Seitokai no Ichizon Lv.2	Comedy, Harem, Parody, School	ONA	10	7.48
Kaguya-hime no Monogatari	Fantasy, Historical	Movie	1	8.37
Moshidora	Drama, Sports	TV	10	7.01
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!	Fantasy, Kids, Magic, Shoujo	Movie	1	7.46
Hoshi wo Katta Hi	Kids, Sci-Fi	Movie	1	7.28
Tantei Opera Milky Holmes: Summer Special	Comedy, Mystery, Super Power	Special	1	7.05
Sekirei	Action, Comedy, Ecchi, Harem, Super Power	TV	12	7.4
Ushio to Tora (TV) 2nd Season	Comedy, Demons, Shounen, Supernatural	TV	13	8.13
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!	Comedy, Kids, Supernatural	Movie	1	7.1
Rose of Versailles Movie	Drama, Historical, Romance, Shoujo	Movie	1	7.25
Hi no Ame ga Furu	Drama, Historical	Movie	1	7.55
Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi	Comedy, Drama, School, Shounen, Slice of Life, Sports	Movie	1	7.66
No Game No Life	Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural	TV	12	8.47
Grisaia no Kajitsu	Drama, Harem, Psychological, Romance, School	TV	13	7.67
Pandora Hearts Specials	Comedy	Special	9	7.49
Inferno Cop	Action, Police	ONA	13	7.32
One Piece 3D: Gekisou! Trap Coaster	Action, Adventure, Comedy, Fantasy, Shounen	Movie	1	7.32
Ginga Tetsudou Monogatari	Action, Adventure, Drama, Sci-Fi, Space	TV	26	7.29
Rakudai Kishi no Cavalry	Action, Ecchi, Fantasy, Romance, School	TV	12	7.78
Summer Wars	Comedy, Sci-Fi	Movie	1	8.3
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku	Action, Drama, Historical, Supernatural	Special	5	7
Gatchaman Crowds: Embrace	Adventure, Sci-Fi	Special	1	7.5
Touch	Drama, Romance, School, Shounen, Slice of Life, Sports	TV	101	8.16
Inazuma Eleven Go: Galaxy	Shounen, Sports, Super Power	TV	43	7.11
